0	0	90
1	0	90
2	0	90
3	0	90
4	0	90
5	0	90
6	0	90
7	0	90
8	0	90
9	0	90
10	0	90
11	0	90
12	0	90
13	0	90
14	0	90
15	0	90
16	0	90
17	0	90
18	0	90
19	0	90
20	0	90
21	0	90
22	0	90
23	0	90
24	0	90
25	0	90
26	0	90
27	0	90
28	0	90
29	0	90
30	0	90
31	0	90
32	0	90
33	0	90
34	0	90
35	0	90
36	0	90
37	0	90
38	0	90
39	0	90
40	0	90
41	0	90
42	0	90
43	0	90
44	0	90
45	0	90
46	0	90
47	0	90
48	0	90
49	0	90
50	0	90
51	0	90
52	0	90
53	0	90
54	0	90
55	0	90
56	0	90
57	0	90
58	0	90
59	0	90
60	0	90
61	0	90
62	0	90
63	0	90
64	0	90
65	0	90
66	0	90
67	0	90
68	0	90
69	0	90
70	0	90
71	0	90
72	0	90
73	0	90
74	0	90
75	0	90
76	0	90
77	0	90
78	0	90
79	0	90
80	0	90
81	0	90
82	0	90
83	0	90
84	0	90
85	0	90
86	0	90
87	0	90
88	0	90
89	0	90
90	0	90
91	0	90
92	0	90
93	0	90
94	0	90
95	0	90
96	0	90
97	0	90
98	0	90
99	0	90
100	0	90
101	0	90
102	0	90
103	0	90
104	0	90
105	0	90
106	0	90
107	0	90
108	0	90
109	0	90
110	0	90
111	0	90
112	0	90
113	0	90
114	0	90
115	0	90
116	0	90
117	0	90
118	0	90
119	0	90
120	0	90
121	0	90
122	0	90
123	0	90
124	0	90
125	0	90
126	0	90
127	0	90
0	1	90
1	1	50
2	1	50
3	1	50
4	1	50
5	1	50
6	1	50
7	1	50
8	1	50
9	1	50
10	1	50
11	1	50
12	1	50
13	1	50
14	1	50
15	1	50
16	1	50
17	1	50
18	1	50
19	1	50
20	1	50
21	1	50
22	1	50
23	1	50
24	1	50
25	1	50
26	1	50
27	1	50
28	1	50
29	1	50
30	1	50
31	1	50
32	1	50
33	1	50
34	1	50
35	1	50
36	1	50
37	1	50
38	1	50
39	1	50
40	1	50
41	1	50
42	1	50
43	1	50
44	1	50
45	1	50
46	1	50
47	1	50
48	1	50
49	1	50
50	1	50
51	1	50
52	1	50
53	1	50
54	1	50
55	1	50
56	1	50
57	1	50
58	1	50
59	1	50
60	1	50
61	1	50
62	1	50
63	1	50
64	1	50
65	1	50
66	1	50
67	1	50
68	1	50
69	1	50
70	1	50
71	1	50
72	1	50
73	1	50
74	1	50
75	1	50
76	1	50
77	1	50
78	1	50
79	1	50
80	1	50
81	1	50
82	1	50
83	1	50
84	1	50
85	1	50
86	1	50
87	1	50
88	1	50
89	1	50
90	1	50
91	1	50
92	1	50
93	1	50
94	1	50
95	1	50
96	1	50
97	1	50
98	1	50
99	1	50
100	1	50
101	1	50
102	1	50
103	1	50
104	1	50
105	1	50
106	1	50
107	1	50
108	1	50
109	1	50
110	1	50
111	1	50
112	1	50
113	1	50
114	1	50
115	1	50
116	1	50
117	1	50
118	1	50
119	1	50
120	1	50
121	1	50
122	1	50
123	1	50
124	1	50
125	1	50
126	1	50
127	1	90
0	2	90
1	2	50
2	2	50
3	2	50
4	2	50
5	2	50
6	2	50
7	2	50
8	2	50
9	2	50
10	2	50
11	2	50
12	2	50
13	2	50
14	2	50
15	2	50
16	2	50
17	2	50
18	2	50
19	2	50
20	2	50
21	2	50
22	2	50
23	2	50
24	2	50
25	2	50
26	2	50
27	2	50
28	2	50
29	2	50
30	2	50
31	2	50
32	2	50
33	2	50
34	2	50
35	2	50
36	2	50
37	2	50
38	2	50
39	2	50
40	2	50
41	2	50
42	2	50
43	2	50
44	2	50
45	2	50
46	2	50
47	2	50
48	2	50
49	2	50
50	2	50
51	2	50
52	2	50
53	2	50
54	2	50
55	2	50
56	2	50
57	2	50
58	2	50
59	2	50
60	2	50
61	2	50
62	2	50
63	2	50
64	2	50
65	2	50
66	2	50
67	2	50
68	2	50
69	2	50
70	2	50
71	2	50
72	2	50
73	2	50
74	2	50
75	2	50
76	2	50
77	2	50
78	2	50
79	2	50
80	2	50
81	2	50
82	2	50
83	2	50
84	2	50
85	2	50
86	2	50
87	2	50
88	2	50
89	2	50
90	2	50
91	2	50
92	2	50
93	2	50
94	2	50
95	2	50
96	2	50
97	2	50
98	2	50
99	2	50
100	2	50
101	2	50
102	2	50
103	2	50
104	2	50
105	2	50
106	2	50
107	2	50
108	2	50
109	2	50
110	2	50
111	2	50
112	2	50
113	2	50
114	2	50
115	2	50
116	2	50
117	2	50
118	2	50
119	2	50
120	2	50
121	2	50
122	2	50
123	2	50
124	2	50
125	2	50
126	2	50
127	2	90
0	3	90
1	3	50
2	3	50
3	3	50
4	3	50
5	3	50
6	3	50
7	3	50
8	3	50
9	3	50
10	3	50
11	3	50
12	3	50
13	3	50
14	3	50
15	3	50
16	3	50
17	3	50
18	3	50
19	3	50
20	3	50
21	3	50
22	3	50
23	3	50
24	3	50
25	3	50
26	3	50
27	3	50
28	3	50
29	3	50
30	3	50
31	3	50
32	3	50
33	3	50
34	3	50
35	3	50
36	3	50
37	3	50
38	3	50
39	3	50
40	3	50
41	3	50
42	3	50
43	3	50
44	3	50
45	3	50
46	3	50
47	3	50
48	3	50
49	3	50
50	3	50
51	3	50
52	3	50
53	3	50
54	3	50
55	3	50
56	3	50
57	3	50
58	3	50
59	3	50
60	3	50
61	3	50
62	3	50
63	3	50
64	3	50
65	3	50
66	3	50
67	3	50
68	3	50
69	3	50
70	3	50
71	3	50
72	3	50
73	3	50
74	3	50
75	3	50
76	3	50
77	3	50
78	3	50
79	3	50
80	3	50
81	3	50
82	3	50
83	3	50
84	3	50
85	3	50
86	3	50
87	3	50
88	3	50
89	3	50
90	3	50
91	3	50
92	3	50
93	3	50
94	3	50
95	3	50
96	3	50
97	3	50
98	3	50
99	3	50
100	3	50
101	3	50
102	3	50
103	3	50
104	3	50
105	3	50
106	3	50
107	3	50
108	3	50
109	3	50
110	3	50
111	3	50
112	3	50
113	3	50
114	3	50
115	3	50
116	3	50
117	3	50
118	3	50
119	3	50
120	3	50
121	3	50
122	3	50
123	3	50
124	3	50
125	3	50
126	3	50
127	3	90
0	4	90
1	4	50
2	4	50
3	4	50
4	4	50
5	4	50
6	4	50
